text,amount,category,payment_method,payment_provider,bank_account,text_source
2061 Zomato Gold ki membership renew kardi CRED pe se,2061,entertainment,upi,cred,,hinglish
  BigBasket ko 2082.35 diya gpay se   ,2082.35,food,upi,nan,,hinglish
14673 ka EMI bhej diya AmazonPay se,14673,emi,upi,amazonpay,,hinglish
personal loan EMI 22996.82 paid via debit card from Kotak Mahindra,22996.82,emi,card,,kotak,ocr_receipt
aaj FD ka SIP 22183 pay kiya Paytm se,22183,investment,upi,paytm,,voice
2049.18 debited for Netflix by cash,2049.18,entertainment,cash,,,ocr_upi
"credit card EMI kharcha, 16304 via Visa",16304,emi,Card,,,ocr_upi
coaching ko 54468 transfer kiya cash ke through.,54468,NA,cash,,,ocr_upi
"Behrouz pe food delivery, 2253 ka payment done via paytm",2253,food,upi,paytm,,hinglish
IndiGo se 4366 ka recharge karaya.,4366,travel,UNKNOWN,,,english
2027 ka wifi bill payment done via cash,2027,utilities,cash,,,hinglish
2511.29 IRCTC ko de diye cash mein,2511.29,travel,cash,,,hinglish
FD investment of 3566 done,3566,investment,Unknown,,,ocr_upi
Set up 39951 bike loan EMI with Visa,39951,emi,card,,,ocr_upi
mera bike loan EMI ka payment 19269.18 ho gaya GPay pe,19269.18,emi,Upi,gpay,,voice
Google Pay payment of 682.15 to JioMart successful,682.15,food,upi,gpay,,ocr_upi
recurring deposit SIP auto-debit 48015 ho gaya,48015,investment,card,,,hinglish
"Ajio order paid, 2295 deducted via PhonePe",2295,shopping,upi,phonepe,,hinglish
"auto flight booking 4123, paid by bhim.",4123,travel,upi,bhim,,english
   Returned 4158.61 to Karan via cash   ,4158.61,friends,cash,,,ocr_receipt
fees 5593 course ko diya cash,5593,education,cash,,,voice
Burger King 1353 wala order Mobikwik se kiya,1353,food,upi,mobikwik,,english
Auto-debit for PPF 5187.24 from Kotak,5187.24,investment,card,,kotak,ocr_upi
bhai home loan EMI ka installment 19127 pay kiya Jupiter se,19127,emi,unknown,,jupiter,voice
"7403 ka petrol Cleartrip pe bharaya, card se payment",7403,travel,card,,,hinglish
"8304 ka petrol petrol pump pe bharaya, PayTM se payment",8304,travel,upi,paytm,,hinglish
Ordered biryani from Burger King 127 paid by PhonePe,127,food,upi,phonepe,,english
"2596 auto ko diya for booking, paid via cred",2596,travel,upi,NA,,hinglish
Chai-samosa ke liye dhaba mein 2151 spend kiye cash pe,2151,food,cash,,,hinglish
mobile recharge ki bill 2829.83 pay ki cash se,None,utilities,cash,,,english
sovereign gold bond mein 12428 add kiya gpay se,12428,investment,upi,gpay,,hinglish
Visa se Netflix ko 1678.95 transfer for entertainment,1678.95,entertainment,card,,,hinglish
Cab fare 14490.71 to Uber.,14490.71,travel,unknown,,,english
Allen coaching fees 51559 diya cash se,51559,education,cash,,,voice
credit card EMI for 34017 using Federal Bank Phone Pe,34017,emi,upi,,federal bank,ocr_receipt
Zara shopping ke liye 26564 ka payment debit card se,26564,shopping,card,,,hinglish
water bill ke liye 1988.69 ka payment on debit card,1988.69,utilities,card,,,ocr_upi
rent ki bill 4505 pay ki paytm se,4505,utilities,upi,paytm,,english
diagnostic center payment 15465.13 via card,15465.13,healthcare,card,,,ocr_receipt
  Deducted 3927 for home loan EMI from Canara Bank account   ,3927,emi,unknown,,canara,english
Cash 11896 for lab test,11896,healthcare,cash,,,ocr_receipt
Fees ka 47019.24 pay kardiya,47019.24,education,UNKNOWN,,,hinglish
Chipped in 4743.32 for friend's gift via Phone Pe,4743.32,friends,upi,phonepe,,english
Booked IRCTC ticket for 5043 via cash.,5043,travel,cash,,,english
Booked upGrad course for 39513 with cash,39513,education,cash,,,english
  Invested 28744 in sovereign gold bond via card  ,,investment,card,,,ocr_receipt
just paid 1724.62 towards installment using PhonePe,1724.62,emi,upi,phonepe,,voice
Paid 43833.54 to Coursera from Canara Bank,43833.54,education,unknown,,canara,english
46342 invested in crypto today.,46342,investment,unknown,,,english
"Rahul ke liye book mangaayi, 6249 advance diya",6249,friends,unknown,,,hinglish
Zepto food delivery 1073 on AmazonPay,1073,food,upi,nan,,english
i bought from Meesho for 22127 with Mastercard,22127,shopping,card,,,voice
Box8 ko 763 diya cash se,763,food,cash,,,hinglish
coaching coaching ka advance 53573 dedo,53573,education,unknown,,,hinglish
"restaurant se biryani mangwai, 1843.77 pay kiya Slice card se",1843.77,food,card,,slice,hinglish
main INOX ke liye 2007 pay kiya using cash,2007,entertainment,cash,,,voice
Auto debit for installment of 3178 from Yes Bank,3178,emi,card,,yes bank,english
UPI payment to concert for 2582 via cash,2582,entertainment,cash,,,ocr_upi
Coursera ki fees 1634 di Amazon Pay se,1634,education,upi,amazonpay,,hinglish
"broadband ka recharge kiya hai 4285 ka, credit card pe",4285,utilities,card,,,hinglish
8915 spent on Air India through BOB card.,8915,travel,card,,bob,english
1841.80 gone for Zara shopping,1841.80,shopping,unknown,,,english
stationery 13365 debit via Visa HDFC,13365,education,card,,hdfc,ocr_receipt
Bought stuff from Nykaa for 10784 using Visa,10784,shopping,card,,,english
Box8 food delivery 332 on cash,332,food,cash,,,english
mall se liya saman 7428.54 ka cash pay,7428.54,shopping,cash,,,voice
Order from Behrouz of 474 using AmazonPay,474,food,upi,amazonpay,,ocr_upi
Meesho pe 23249 ka payment cash se,23249,shopping,cash,,,ocr_upi
"Just cleared my maintenance, 4490 paid on CRED",4490,utilities,upi,cred,,english
  main Jio recharge ka 2716 bheja debit card se   ,2716,utilities,CARD,,,voice
installment installment 36712 paid from ICICI Bank,36712,emi,unknown,,icici,ocr_upi
JioCinema pe 1499 lagaye for prime membership using AmazonPay,1499,entertainment,upi,amazonpay,,hinglish
IRCTC ke liye 3612 Mastercard se diya,3612,travel,card,,,hinglish
EMI for car loan EMI - 12474 using card,12474,emi,card,,,english
phonepe se rent ka 3075 bhar diya,3075,utilities,upi,phonepe,,voice
course course ki fees 16855 transfer ki Axis se,16855,education,unknown,,axis,hinglish
restaurant order for 1489 using AmazonPay,1489,food,upi,amazonpay,,english
Book purchase for books 6962.85 cash,6962.85,education,cash,,,ocr_receipt
   Neha borrowed 4707 gave cash back  ,4707,friends,cash,,,voice
"stationery se material mangaya, 25204 diye GPay se",25204,education,upi,gpay,,hinglish
car loan EMI EMI 15579 deducted via phonepe,15579,emi,Upi,phonepe,,voice
12190 ki sovereign gold bond ki purchase MobiKwik se,-12190,investment,upi,mobikwik,,hinglish
bhai installment ka installment 32516 pay kiya Kotak se,32516,emi,unknown,,kotak,voice
Goibibo for 8036 on cash,8036,travel,cash,,,ocr_receipt
Monthly crypto auto-debit of 13122 via Mobikwik.,13122,investment,upi,mobikwik,,english
"24665 gaye electronics store pe, debit card se settle kiya",24665,shopping,card,,,hinglish
"Air India ne 7500 ka ride liya, payment debit card se",7500,travel,card,,,hinglish
Invested 28736 in Groww via debit card,28736,investment,card,,,ocr_upi
rent ke liye 4116.65 ka payment kiya phonepe se,4116.65,utilities,upi,phonepe,,hinglish
Sneha ko 8052.98 gift sent via Phone Pe,8052.98,friends,upi,nan,,ocr_receipt
paid credit card EMI of 13877.04 by debit card,13877.04,emi,card,,,voice
226 Hotstar ki membership renew kardi cash pe se,226,entertainment,cash,,,hinglish
PharmEasy ko 13301 ka installment Visa se,13301,healthcare,card,,,ocr_upi
For checkup at Netmeds 22340 rupees Visa se.,22340,healthcare,card,,,english
mall 5958 done through cred,5958,shopping,upi,cred,,english
"Ugh, mobile recharge ka bill aagaya tha, 597.04 de diye mobikwik pe",597.04,utilities,upi,mobikwik,,hinglish
4387 paid for Jio recharge through ICICI Bank account on debit card,4387,utilities,card,,icici,ocr_receipt
Deducted 12081 for SpiceJet booking.,12081,travel,unknown,,,english
"2478 rupee dhaba ke liye nikle, PayTM use kiya",2478,food,upi,paytm,,hinglish
2070.45 RedBus ko de diye cash mein,2070.45,travel,cash,,,hinglish
Set up 23885 personal loan EMI with Mastercard,23885,emi,card,,,ocr_upi
  aaj Zomato Gold movie for 1323.24 on BHIM from ,1323.24,entertainment,upi,bhim,,voice
Paid 6986 to Karan from Federal Bank.,6986,friends,UNKNOWN,,federal bank,ocr_upi
bike loan EMI EMI of 9458 done with amazon pay,9458,emi,upi,--,,ocr_upi
KFC 91 UPI cash,91,food,cash,,,ocr_receipt
woh 3200 jo Sneha ne manga tha paid by amazon pay,3200,friends,upi,amazonpay,,voice
PVR 747 cash PNB,747,entertainment,cash,,pnb,ocr_upi
BookMyShow ka monthly charge 2474 dedo Axis Bank card se,2474,entertainment,card,,axis,hinglish
7862.29 paid at eye clinic using PNB card,7862.29,healthcare,card,,pnb,ocr_receipt
Cash on delivery for Flipkart order 7910,7910,shopping,cash,,,ocr_receipt
car loan EMI ka installment 10340 Visa pe de diya,10340,emi,Card,,,hinglish
2313 debited for BookMyShow by PayTM,2313,entertainment,upi,paytm,,ocr_upi
Uber ki cab ke 13076 debit card se transfer kar diye,13076,travel,card,,,hinglish
362 sent to Neha using Paytm,362,friends,upi,paytm,,ocr_receipt
31055 paid towards car loan EMI through cred,31055,emi,upi,cred,,ocr_upi
20894 invested in index fund today.,20894,investment,unknown,,,english
"2128 debit hua Spotify ke liye, payment method cash",2128,entertainment,card,,,hinglish
crypto account mein 13067.71 daale from HDFC,13067.71,investment,unknown,,hdfc,hinglish
Apollo Pharmacy net amount 15121.54 Paytm,15121.54,healthcare,upi,paytm,,ocr_receipt
  19081 ki crypto ki purchase phonepe se ,19081,investment,upi,phonepe,,hinglish
Coursera coaching ka advance 7620 dedo,7620,education,unknown,,,hinglish
NPS ke liye 42248 ka kharcha PhonePe se kiya,42248,investment,upi,phonepe,,hinglish
wifi bill ka bill 2682 cash se diya,2682,utilities,cash,,,hinglish
For checkup at lab test 24996 rupees GPay se.,24996,healthcare,upi,gpay,,english
i just did Spotify subscription for 2456 through BHIM,2456,entertainment,upi,bhim,,voice
MedPlus ka 7388.97 ka bill pay kiya Phone Pe ke through,7388.97,healthcare,upi,phonepe,,voice
  FD SIP auto-debit 17647 ho gaya ,17647,investment,card,,,hinglish
Paid 1880 to sister using AmazonPay.,1880,friends,upi,amazonpay,,ocr_upi
  Food expense at Burger King 862.91 by Paytm  ,862.91,food,upi,paytm,,english
54155 for tuition books on cash,54155,education,cash,,,english
Netmeds ke paise 11300 Mastercard se deduct hue,11300,healthcare,card,,,hinglish
1931.93 paid to Meesho from Bandhan Bank account via Google Pay,1931.93,shopping,upi,gpay,bandhan,ocr_upi
Paid 1965 for Jio recharge via bhim,1965,utilities,upi,null,,ocr_receipt
   crypto auto debit of 26843 successful on amazon pay   ,26843,investment,upi,amazonpay,,ocr_upi
Fees ka 18847.12 pay kardiya,18847.12,education,unknown,,,hinglish
Monthly Spotify subscription 1108.80 by AmazonPay,1108.80,entertainment,upi,amazonpay,,english
RedBus se 12514.86 ka recharge karaya.,12514.86,travel,unknown,,,english
just paid 8159.66 towards EMI using Paytm,8159.66,emi,upi,paytm,,voice
  wifi bill ka bill 1091 BHIM se diya   ,1091,utilities,upi,bhim,,hinglish
aaj roommate ne 5448 phonepe kiya wapas,5448,friends,upi,phonepe,,voice
Bought PPF units worth 21689.51 with Mastercard.,21689.51,investment,card,,,english
Petrol 9033 at Yatra.,9033,travel,unknown,,,english
maintenance ka 3909 ka bill auto-debit ho gaya Phone Pe se,3909,utilities,upi,phonepe,,hinglish
Netflix subscription 972.85 paid with cash,972.85,entertainment,cash,,,ocr_receipt
Behrouz order for 855 using bhim,855,food,upi,bhim,,english
crypto mein 18725 add kiye using Google Pay,18725,investment,upi,gpay,,voice
"Rahul sent 2050 for the cab, received on MobiKwik",2050,friends,upi,mobikwik,,english
  hospital ko 16149.56 ka installment cash se   ,16149.56,healthcare,CASH,,,ocr_upi
Dominos order for 2169 using Phone Pe,2169,food,upi,phonepe,,english
Bought stuff from FirstCry for 4931 using CRED,4931,shopping,upi,cred,,english
23464.69 gone for car loan EMI,23464.69,emi,unknown,,,english
"Amazon pe 22692 spend kare, GPay ke saath",22692,shopping,upi,gpay,,hinglish
"Coffee on me, flatmate ko 4850 pay kiya",4850,friends,unknown,,,hinglish
"For Priya's treat, paid 4879 by BHIM from IndusInd",4879,friends,upi,bhim,indusind,english
credit card EMI of 4051 paid via phonepe,4051,emi,upi,phonepe,,ocr_upi
"Split the hotel cost with flatmate, my part 1402.74 Phone Pe",1402.74,friends,upi,phonepe,,english
Monthly crypto auto-debit of 33120.53 via CRED.,33120.53,investment,UPI,cred,,english
"Dominos ka online order, 348.01 debit hua paytm se",348.01,food,upi,paytm,,hinglish
"sister se liya 3271.69 for cab share, cash se",3271.69,friends,cash,,,hinglish
   2736 deducted for SonyLIV subscription   ,2736,entertainment,unknown,,,english
Monthly education loan EMI of 12712.82 paid via Mastercard,12712.82,emi,card,,,hinglish
"Zepto ka online order, 1695 debit hua Mastercard se",1695,food,card,,,hinglish
Paid 15292 for a FirstCry delivery,15292,shopping,unknown,,,english
aaj Karan se paise liye 3942 in cash,3942,friends,cash,,,voice
HP petrol recharge of 3641 using cash.,3641,travel,cash,,,english
Neha ke saath dinner ka hissa 3832 Google Pay kiya,3832,friends,upi,gpay,,hinglish
Paid 19161 for my FD investment.,19161,investment,unknown,,,english
aaj concert movie for 483 on Mobikwik from State Bank,483,entertainment,upi,nan,sbi,voice
fees ki fees 30517.55 di phonepe se,30517.55,--,Upi,phonepe,,hinglish
"Ananya ka birthday gift, contributed 4035.39 through Phone Pe",4035.39,friends,upi,phonepe,,english
Bus ticket on Air India for 11188.68.,11188.68,travel,unknown,,,english
credit card se EMI ka 5849 bheja,5849,emi,card,,,english
cash se Neha ko 976 transfer.,976,friends,cash,,,ocr_upi
water bill ke paise 2063.65 kat gaye from State Bank,2063.65,utilities,unknown,,sbi,hinglish
595 spent at McDonald's with bhim,595,food,upi,bhim,,ocr_upi
"14159 for Croma order, payment gpay se hui",14159,shopping,upi,--,,hinglish
  PVR movie 1828 mein book kardi Kotak Mahindra account se   ,1828,entertainment,unknown,,kotak,hinglish
Angel One account mein 19709 daale from Fi,19709,investment,unknown,,fi,hinglish
3235.22 for broadband using cash card,3235.22,utilities,card,,,english
i just did JioCinema subscription for 1617.58 through Paytm,1617.58,entertainment,upi,paytm,,voice
Air India for 13870.10 using Amazon Pay,13870.10,travel,upi,amazonpay,,voice
"12284.06 to hospital for medicine, paid with phonepe.",12284.06,healthcare,upi,phonepe,,english
Reliance Digital transaction: 513.32 via CRED from Niyo,513.32,shopping,upi,cred,niyo,ocr_upi
Bewakoof se shopping 19244 ka cash se diya,19244,shopping,cash,,,voice
907 deducted for SonyLIV subscription,907,entertainment,unknown,,,english
Sent 1780 for electricity bill by cash from Punjab National Bank,1780,utilities,cash,,pnb,english
Monthly installment 35471 paid by Paytm,35471,emi,upi,null,,english
"upGrad se material mangaya, 15240 diye cash se",15240,education,cash,,,hinglish
cash ke through Tata CLiQ ko 7841.18 diya,7841.18,shopping,cash,,,hinglish
  Sneha to cash 9867 for dinner split  ,9867,friends,cash,,,voice
Scanned & paid 15637 at Reliance Digital via MobiKwik,15637,shopping,upi,mobikwik,,ocr_receipt
maine Meesho pe 27115.26 spend kiye bhim ke through,27115.26,shopping,upi,bhim,,voice
   lab test pe 21043 ka payment Fi card se  ,21043,healthcare,card,,fi,hinglish
IRCTC se 8488 ka bill clear kiya Mobikwik ke through,8488,travel,upi,mobikwik,,hinglish
gold ko 14556 transfer kiya PhonePe ke through,14556,investment,upi,phonepe,,hinglish
Uber ke liye 12520.06 ka payment cash se,12520.06,travel,cash,,,ocr_upi
i did IndiGo booking for 11623 with cash,11623,travel,cash,,,voice
Angel One account mein 9453 daale from,9453,investment,unknown,,,hinglish
Neha to PhonePe 9639 for dinner split,9639,friends,upi,None,,voice
education loan EMI ka installment 36045 credit card pe de diya,36045,emi,card,,,hinglish
  3654 for electricity bill using cash card  ,3654,utilities,card,,,english
22398 for lab/medicine at diagnostic center via cash,22398,healthcare,cash,,,ocr_upi
stationery ke liye 58611.74 cred se,58611.74,education,UPI,cred,,english
upGrad coaching ka advance 49243.36 dedo,49243.36,education,unknown,,,hinglish
bhai Indian Oil ki ride 6631.01 cash diye,6631.01,travel,cash,,,voice
1087.75 spent on concert subscription credit card,1087.75,entertainment,card,,,ocr_receipt
Spent 11047 on a quick Amazon order with AmazonPay,11047,shopping,upi,amazonpay,,english
maintenance 2194 paid through Paytm from Canara Bank,2194,utilities,upi,paytm,canara,voice
Angel One SIP deduction of 42070 by cred.,42070,investment,upi,cred,,english
  UPI payment to Reliance Digital for 8530.03 from PhonePe   ,8530.03,shopping,upi,phonepe,,ocr_receipt
Myntra purchase of 1058 using cash,1058,investment,cash,,,ocr_receipt
Spent 7885 on a quick Croma order with cash,7885,shopping,cash,,,english
mobile recharge recharge of 1116 done via CRED,1116,utilities,upi,cred,,voice
Reliance Digital se shopping 7506 ka Visa se diya,7506,shopping,Card,,,voice
   physio 10457 UPI PayTM.   ,10457,healthcare,upi,paytm,,english
Bill payment for rent of 477 via Phone Pe,477,utilities,upi,phonepe,,ocr_upi
Food expense at Subway 1823 by credit card,1823,food,card,,,english
Uber ki booking karne pe 12855.99 lag gaye PhonePe se,12855.99,travel,upi,phonepe,,hinglish
JioCinema pe movie dekhne ka 1647 spend kiya,1647,entertainment,unknown,,,hinglish
books subscription renew kiya 46110 ka,46110,education,Unknown,,,hinglish
rent bill 653 done via bhim,653,utilities,upi,bhim,,english
2978 transferred to DTH recharge from via credit card,2978,utilities,card,,,ocr_upi
Foodpanda order from Starbucks 2396 gpay,2396,food,upi,gpay,,ocr_receipt
mera home loan EMI ka payment 2647.91 ho gaya card pe,2647.91,emi,card,,,voice
8200.57 friend ko diya for movie tickets via Phone Pe,8200.57,friends,upi,phonepe,,hinglish
